副本ID,地图ID,副本难度,前置副本ID,副本名称,副本标签,需要体力,进入等级,是否是Boss,Boss缩略图,战斗地图,背景音乐,前置对话ID,战斗关卡1,战斗关卡2,战斗关卡3,战斗关卡4,战斗关卡5,客户端副本剧情描述,客户端展示资源掉落包ID,客户端展示道具掉落包ID,所属地图名,
120119,12,1,120118,花果山(1),19,5,101,0,ShuYao4,Lianyaota,Battle1.mp3,1001,12191,12192,12193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,19
120120,12,1,120119,花果山(2),20,5,101,0,ShuYao5,Plane,Battle1.mp3,1001,12201,12202,12203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,20
120121,12,1,120120,花果山(3),21,5,101,1,ShuYao3,Plane1,Battle1.mp3,1001,12211,12212,12213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,21
120122,12,1,120121,花果山(4),22,5,101,0,SunWuKong,Shangfuhoushan,Battle1.mp3,1001,12221,12222,12223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,22
120123,12,1,120122,花果山(5),23,5,101,0,SuDaJi,Shanlu,Battle1.mp3,1001,12231,12232,12233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,23
120124,12,1,120123,花果山(6),24,5,101,1,TianGuiHuang,Shanlu1,Battle1.mp3,1001,12241,12242,12243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,24
120125,12,1,120124,花果山(7),25,5,101,0,XianGuan,Shushangudao,Battle1.mp3,1001,12251,12252,12253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,25
120126,12,1,120125,花果山(8),26,5,101,0,XieZiJing,Xuyuhuanjingcai,Battle1.mp3,1001,12261,12262,12263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,26
120127,12,1,120126,花果山(9),27,5,101,1,XingTian,Xuyuhuanjingjiu,Battle1.mp3,1001,12271,12272,12273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,27
120228,12,2,120127,东瀛(1),1,5,101,0,ZhaoLingEr,Shanlu,Battle1.mp3,1001,12011,12012,12013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,28
120229,12,2,120228,东瀛(2),2,5,101,0,ZhenYuMingWang,Shanlu1,Battle1.mp3,1001,12021,12022,12023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,29
120230,12,2,120229,东瀛(3),3,5,101,1,ZhiXiuHeShang,Shushangudao,Battle1.mp3,1001,12031,12032,12033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,30
120231,12,2,120230,东瀛(4),4,5,101,0,ZhuBaJie,Xuyuhuanjingcai,Battle1.mp3,1001,12041,12042,12043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,31
120232,12,2,120231,东瀛(5),5,5,101,0,ZiXiaXianZi,Xuyuhuanjingjiu,Battle1.mp3,1001,12051,12052,12053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,32
120233,12,2,120232,东瀛(6),6,5,101,1,ZiXuan,Xuyuhuanjingqi,Battle1.mp3,1001,12061,12062,12063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,33
120234,12,2,120233,东瀛(7),7,5,101,0,BaiJingJing,Xuyuhuanjingse,Battle1.mp3,1001,12071,12072,12073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,34
120235,12,2,120234,东瀛(8),8,5,101,0,ChengCaiYi,Zhizhulin,Battle1.mp3,1001,12081,12082,12083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,35
120236,12,2,120235,东瀛(9),9,5,101,1,ChiGuiWang,Bamboo,Battle1.mp3,1001,12091,12092,12093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,36
120237,12,2,120236,汤谷扶桑(1),10,5,101,0,DuGuYuYun,Bamboo1,Battle1.mp3,1001,12101,12102,12103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,37
120238,12,2,120237,汤谷扶桑(2),11,5,101,0,HuangTianHua,Fenchang,Battle1.mp3,1001,12111,12112,12113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,38
120239,12,2,120238,汤谷扶桑(3),12,5,101,1,HuXiMei,Fenchang1,Battle1.mp3,1001,12121,12122,12123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,39
120240,12,2,120239,汤谷扶桑(4),13,5,101,0,Lang3,Gobi,Battle1.mp3,1001,12131,12132,12133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,40
120241,12,2,120240,汤谷扶桑(5),14,5,101,0,LeiZhenZi,Gobi1,Battle1.mp3,1001,12141,12142,12143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,41
120242,12,2,120241,汤谷扶桑(6),15,5,101,1,LinYueRu,Guhua,Battle1.mp3,1001,12151,12152,12153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,42
120243,12,2,120242,汤谷扶桑(7),16,5,101,0,ShaSeng,Guhua1,Battle1.mp3,1001,12161,12162,12163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,43
120244,12,2,120243,汤谷扶桑(8),17,5,101,0,ShenGongBao,Gutenglin,Battle1.mp3,1001,12171,12172,12173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,44
120245,12,2,120244,汤谷扶桑(9),18,5,101,1,ShiZhangLao,Huanggong,Battle1.mp3,1001,12181,12182,12183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,45
120246,12,2,120245,花果山(1),19,5,101,0,ShuYao4,Lianyaota,Battle1.mp3,1001,12191,12192,12193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,46
120247,12,2,120246,花果山(2),20,5,101,0,ShuYao5,Plane,Battle1.mp3,1001,12201,12202,12203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,47
120248,12,2,120247,花果山(3),21,5,101,1,ShuYao3,Plane1,Battle1.mp3,1001,12211,12212,12213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,48
120249,12,2,120248,花果山(4),22,5,101,0,SunWuKong,Shangfuhoushan,Battle1.mp3,1001,12221,12222,12223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,49
120250,12,2,120249,花果山(5),23,5,101,0,SuDaJi,Shanlu,Battle1.mp3,1001,12231,12232,12233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,50
120251,12,2,120250,花果山(6),24,5,101,1,TianGuiHuang,Shanlu1,Battle1.mp3,1001,12241,12242,12243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,51
120252,12,2,120251,花果山(7),25,5,101,0,XianGuan,Shushangudao,Battle1.mp3,1001,12251,12252,12253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,52
120253,12,2,120252,花果山(8),26,5,101,0,XieZiJing,Xuyuhuanjingcai,Battle1.mp3,1001,12261,12262,12263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,53
120254,12,2,120253,花果山(9),27,5,101,1,XingTian,Xuyuhuanjingjiu,Battle1.mp3,1001,12271,12272,12273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,54
120355,12,3,120254,东瀛(1),1,5,101,0,ZhaoLingEr,Shanlu,Battle1.mp3,1001,12011,12012,12013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,55
120356,12,3,120355,东瀛(2),2,5,101,0,ZhenYuMingWang,Shanlu1,Battle1.mp3,1001,12021,12022,12023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,56
120357,12,3,120356,东瀛(3),3,5,101,1,ZhiXiuHeShang,Shushangudao,Battle1.mp3,1001,12031,12032,12033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,57
120358,12,3,120357,东瀛(4),4,5,101,0,ZhuBaJie,Xuyuhuanjingcai,Battle1.mp3,1001,12041,12042,12043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,58
120359,12,3,120358,东瀛(5),5,5,101,0,ZiXiaXianZi,Xuyuhuanjingjiu,Battle1.mp3,1001,12051,12052,12053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,59
120360,12,3,120359,东瀛(6),6,5,101,1,ZiXuan,Xuyuhuanjingqi,Battle1.mp3,1001,12061,12062,12063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,60
120361,12,3,120360,东瀛(7),7,5,101,0,BaiJingJing,Xuyuhuanjingse,Battle1.mp3,1001,12071,12072,12073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,61
120362,12,3,120361,东瀛(8),8,5,101,0,ChengCaiYi,Zhizhulin,Battle1.mp3,1001,12081,12082,12083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,62
120363,12,3,120362,东瀛(9),9,5,101,1,ChiGuiWang,Bamboo,Battle1.mp3,1001,12091,12092,12093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,63
120364,12,3,120363,汤谷扶桑(1),10,5,101,0,DuGuYuYun,Bamboo1,Battle1.mp3,1001,12101,12102,12103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,64
120365,12,3,120364,汤谷扶桑(2),11,5,101,0,HuangTianHua,Fenchang,Battle1.mp3,1001,12111,12112,12113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,65
120366,12,3,120365,汤谷扶桑(3),12,5,101,1,HuXiMei,Fenchang1,Battle1.mp3,1001,12121,12122,12123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,66
120367,12,3,120366,汤谷扶桑(4),13,5,101,0,Lang3,Gobi,Battle1.mp3,1001,12131,12132,12133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,67
120368,12,3,120367,汤谷扶桑(5),14,5,101,0,LeiZhenZi,Gobi1,Battle1.mp3,1001,12141,12142,12143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,68
120369,12,3,120368,汤谷扶桑(6),15,5,101,1,LinYueRu,Guhua,Battle1.mp3,1001,12151,12152,12153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,69
120370,12,3,120369,汤谷扶桑(7),16,5,101,0,ShaSeng,Guhua1,Battle1.mp3,1001,12161,12162,12163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,70
120371,12,3,120370,汤谷扶桑(8),17,5,101,0,ShenGongBao,Gutenglin,Battle1.mp3,1001,12171,12172,12173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,71
120372,12,3,120371,汤谷扶桑(9),18,5,101,1,ShiZhangLao,Huanggong,Battle1.mp3,1001,12181,12182,12183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,72
120373,12,3,120372,花果山(1),19,5,101,0,ShuYao4,Lianyaota,Battle1.mp3,1001,12191,12192,12193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,73
120374,12,3,120373,花果山(2),20,5,101,0,ShuYao5,Plane,Battle1.mp3,1001,12201,12202,12203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,74
120375,12,3,120374,花果山(3),21,5,101,1,ShuYao3,Plane1,Battle1.mp3,1001,12211,12212,12213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,75
120376,12,3,120375,花果山(4),22,5,101,0,SunWuKong,Shangfuhoushan,Battle1.mp3,1001,12221,12222,12223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,76
120377,12,3,120376,花果山(5),23,5,101,0,SuDaJi,Shanlu,Battle1.mp3,1001,12231,12232,12233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,77
120378,12,3,120377,花果山(6),24,5,101,1,TianGuiHuang,Shanlu1,Battle1.mp3,1001,12241,12242,12243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,78
120379,12,3,120378,花果山(7),25,5,101,0,XianGuan,Shushangudao,Battle1.mp3,1001,12251,12252,12253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,79
120380,12,3,120379,花果山(8),26,5,101,0,XieZiJing,Xuyuhuanjingcai,Battle1.mp3,1001,12261,12262,12263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,80
120381,12,3,120380,花果山(9),27,5,101,1,XingTian,Xuyuhuanjingjiu,Battle1.mp3,1001,12271,12272,12273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,蓬莱岛,81
130101,13,1,120127,鬼门关(1),1,5,111,0,YangJian,Xuyuhuanjingqi,Battle1.mp3,1001,13011,13012,13013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,1
130102,13,1,130101,鬼门关(2),2,5,111,0,YuShiPiPa,Xuyuhuanjingse,Battle1.mp3,1001,13021,13022,13023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,2
130103,13,1,130102,鬼门关(3),3,5,111,1,YuZuHong,Zhizhulin,Battle1.mp3,1001,13031,13032,13033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,3
130104,13,1,130103,鬼门关(4),4,5,111,0,ZhaoLingEr,Bamboo,Battle1.mp3,1001,13041,13042,13043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,4
130105,13,1,130104,鬼门关(5),5,5,111,0,ZhenYuMingWang,Bamboo1,Battle1.mp3,1001,13051,13052,13053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,5
130106,13,1,130105,鬼门关(6),6,5,111,1,ZhiXiuHeShang,Fenchang,Battle1.mp3,1001,13061,13062,13063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,6
130107,13,1,130106,鬼门关(7),7,5,111,0,ZhuBaJie,Fenchang1,Battle1.mp3,1001,13071,13072,13073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,7
130108,13,1,130107,鬼门关(8),8,5,111,0,ZiXiaXianZi,Gobi,Battle1.mp3,1001,13081,13082,13083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,8
130109,13,1,130108,鬼门关(9),9,5,111,1,ZiXuan,Gobi1,Battle1.mp3,1001,13091,13092,13093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,9
130110,13,1,130109,奈何桥(1),10,5,111,0,BaiJingJing,Guhua,Battle1.mp3,1001,13101,13102,13103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,10
130111,13,1,130110,奈何桥(2),11,5,111,0,ChengCaiYi,Guhua1,Battle1.mp3,1001,13111,13112,13113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,11
130112,13,1,130111,奈何桥(3),12,5,111,1,ChiGuiWang,Gutenglin,Battle1.mp3,1001,13121,13122,13123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,12
130113,13,1,130112,奈何桥(4),13,5,111,0,DuGuYuYun,Huanggong,Battle1.mp3,1001,13131,13132,13133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,13
130114,13,1,130113,奈何桥(5),14,5,111,0,HuangTianHua,Lianyaota,Battle1.mp3,1001,13141,13142,13143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,14
130115,13,1,130114,奈何桥(6),15,5,111,1,HuXiMei,Plane,Battle1.mp3,1001,13151,13152,13153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,15
130116,13,1,130115,奈何桥(7),16,5,111,0,Lang3,Plane1,Battle1.mp3,1001,13161,13162,13163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,16
130117,13,1,130116,奈何桥(8),17,5,111,0,LeiZhenZi,Shangfuhoushan,Battle1.mp3,1001,13171,13172,13173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,17
130118,13,1,130117,奈何桥(9),18,5,111,1,LinYueRu,Shanlu,Battle1.mp3,1001,13181,13182,13183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,18
130119,13,1,130118,枉死城(1),19,5,111,0,ShaSeng,Shanlu1,Battle1.mp3,1001,13191,13192,13193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,19
130120,13,1,130119,枉死城(2),20,5,111,0,ShenGongBao,Shushangudao,Battle1.mp3,1001,13201,13202,13203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,20
130121,13,1,130120,枉死城(3),21,5,111,1,ShiZhangLao,Xuyuhuanjingcai,Battle1.mp3,1001,13211,13212,13213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,21
130122,13,1,130121,枉死城(4),22,5,111,0,ShuYao4,Xuyuhuanjingjiu,Battle1.mp3,1001,13221,13222,13223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,22
130123,13,1,130122,枉死城(5),23,5,111,0,ShuYao5,Xuyuhuanjingqi,Battle1.mp3,1001,13231,13232,13233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,23
130124,13,1,130123,枉死城(6),24,5,111,1,ShuYao3,Xuyuhuanjingse,Battle1.mp3,1001,13241,13242,13243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,24
130125,13,1,130124,枉死城(7),25,5,111,0,SunWuKong,Zhizhulin,Battle1.mp3,1001,13251,13252,13253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,25
130126,13,1,130125,枉死城(8),26,5,111,0,SuDaJi,Bamboo,Battle1.mp3,1001,13261,13262,13263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,26
130127,13,1,130126,枉死城(9),27,5,111,1,TianGuiHuang,Bamboo1,Battle1.mp3,1001,13271,13272,13273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,27
130228,13,2,130127,鬼门关(1),1,5,111,0,YangJian,Xuyuhuanjingqi,Battle1.mp3,1001,13011,13012,13013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,28
130229,13,2,130228,鬼门关(2),2,5,111,0,YuShiPiPa,Xuyuhuanjingse,Battle1.mp3,1001,13021,13022,13023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,29
130230,13,2,130229,鬼门关(3),3,5,111,1,YuZuHong,Zhizhulin,Battle1.mp3,1001,13031,13032,13033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,30
130231,13,2,130230,鬼门关(4),4,5,111,0,ZhaoLingEr,Bamboo,Battle1.mp3,1001,13041,13042,13043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,31
130232,13,2,130231,鬼门关(5),5,5,111,0,ZhenYuMingWang,Bamboo1,Battle1.mp3,1001,13051,13052,13053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,32
130233,13,2,130232,鬼门关(6),6,5,111,1,ZhiXiuHeShang,Fenchang,Battle1.mp3,1001,13061,13062,13063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,33
130234,13,2,130233,鬼门关(7),7,5,111,0,ZhuBaJie,Fenchang1,Battle1.mp3,1001,13071,13072,13073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,34
130235,13,2,130234,鬼门关(8),8,5,111,0,ZiXiaXianZi,Gobi,Battle1.mp3,1001,13081,13082,13083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,35
130236,13,2,130235,鬼门关(9),9,5,111,1,ZiXuan,Gobi1,Battle1.mp3,1001,13091,13092,13093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,36
130237,13,2,130236,奈何桥(1),10,5,111,0,BaiJingJing,Guhua,Battle1.mp3,1001,13101,13102,13103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,37
130238,13,2,130237,奈何桥(2),11,5,111,0,ChengCaiYi,Guhua1,Battle1.mp3,1001,13111,13112,13113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,38
130239,13,2,130238,奈何桥(3),12,5,111,1,ChiGuiWang,Gutenglin,Battle1.mp3,1001,13121,13122,13123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,39
130240,13,2,130239,奈何桥(4),13,5,111,0,DuGuYuYun,Huanggong,Battle1.mp3,1001,13131,13132,13133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,40
130241,13,2,130240,奈何桥(5),14,5,111,0,HuangTianHua,Lianyaota,Battle1.mp3,1001,13141,13142,13143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,41
130242,13,2,130241,奈何桥(6),15,5,111,1,HuXiMei,Plane,Battle1.mp3,1001,13151,13152,13153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,42
130243,13,2,130242,奈何桥(7),16,5,111,0,Lang3,Plane1,Battle1.mp3,1001,13161,13162,13163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,43
130244,13,2,130243,奈何桥(8),17,5,111,0,LeiZhenZi,Shangfuhoushan,Battle1.mp3,1001,13171,13172,13173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,44
130245,13,2,130244,奈何桥(9),18,5,111,1,LinYueRu,Shanlu,Battle1.mp3,1001,13181,13182,13183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,45
130246,13,2,130245,枉死城(1),19,5,111,0,ShaSeng,Shanlu1,Battle1.mp3,1001,13191,13192,13193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,46
130247,13,2,130246,枉死城(2),20,5,111,0,ShenGongBao,Shushangudao,Battle1.mp3,1001,13201,13202,13203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,47
130248,13,2,130247,枉死城(3),21,5,111,1,ShiZhangLao,Xuyuhuanjingcai,Battle1.mp3,1001,13211,13212,13213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,酆都,48
